username,location,followers,retweeted_og,tweetcreatedts,text,hashtags
maruthiash,,23,drmssm,2022-04-17 13:39:34+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
LancsBusRT,Lancashire,4571,NHSQuitTobacco,2022-04-17 13:31:45+00:00,"
RT @NHSQuitTobacco: This week’s #Blackpool community #stopsmoking clinics. For appointments please call 0808 196 4324 https://t.co/cLaYnZ5e…","[{'text': 'Blackpool', 'indices': [32, 42]}, {'text': 'stopsmoking', 'indices': [53, 65]}]"
ramishetty777,Mars ,114,drmssm,2022-04-17 13:21:53+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
rajeshkasakani,"Nidadavole, India",160,none,2022-04-17 13:14:42+00:00,"
@drmssm A sweet warning..
#StopSmoking https://t.co/QOfkWOCJK7","[{'text': 'StopSmoking', 'indices': [26, 38]}]"
pawanism_1,"Hyderabad, India",1282,drmssm,2022-04-17 13:13:03+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
Dagam_offl,"Bellampalli, India",109,drmssm,2022-04-17 13:11:38+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
Kiran_Bellapu,,16,drmssm,2022-04-17 13:11:22+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
DatlaRamchandra,,14,drmssm,2022-04-17 13:10:31+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
jsrkalyan,Ekkade,156,drmssm,2022-04-17 13:10:13+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
stackcook,నీకెందుకు,203,drmssm,2022-04-17 13:10:09+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
dravsreddy,"Hyderabad, India",11966,drmssm,2022-04-17 13:09:03+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
lovelysri07,,31,drmssm,2022-04-17 13:08:34+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
sangame34353774,,117,drmssm,2022-04-17 13:07:07+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
sairazesh,,31548,drmssm,2022-04-17 13:06:04+00:00,"
RT @drmssm: Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [38, 50]}, {'text': 'cad', 'indices': [51, 55]}, {'text': 'heartdisease', 'indices': [56, 69]}, {'text': 'ditillu', 'indices': [70, 78]}, {'text': 'drmukharjee', 'indices': [79, 91]}, {'text': 'pulseheart', 'indices': [92, 103]}]"
drmssm,hyderabad; India,3024,none,2022-04-17 13:05:13+00:00,"
Please stop smoking. Now. #stopsmoking #cad
#heartdisease #ditillu #drmukharjee #pulseheart https://t.co/pgGsugJZeq","[{'text': 'stopsmoking', 'indices': [26, 38]}, {'text': 'cad', 'indices': [39, 43]}, {'text': 'heartdisease', 'indices': [44, 57]}, {'text': 'ditillu', 'indices': [58, 66]}, {'text': 'drmukharjee', 'indices': [67, 79]}, {'text': 'pulseheart', 'indices': [80, 91]}]"
NHSQuitTobacco,"Blackpool, England",117,none,2022-04-17 12:51:13+00:00,"
This week’s #Blackpool community #stopsmoking clinics. For appointments please call 0808 196 4324 https://t.co/cLaYnZ5esw","[{'text': 'Blackpool', 'indices': [12, 22]}, {'text': 'stopsmoking', 'indices': [33, 45]}]"
PreventiveBot,,754,TheMindfulGuy1,2022-04-17 12:27:03+00:00,"
RT @TheMindfulGuy1: This hypnosis session will gently guide you into a state of relaxation and lead you through a series of strategies to h…",[]
TheMindfulGuy1,"Nottingham, UK",42,none,2022-04-17 12:16:58+00:00,"
This hypnosis session will gently guide you into a state of relaxation and lead you through a series of strategies to help you to stop smoking for good.
#hypnosis #stopsmoking #quitsmoking
https://t.co/JFvbRV8GNP https://t.co/hoO7HcL2va","[{'text': 'hypnosis', 'indices': [153, 162]}, {'text': 'stopsmoking', 'indices': [163, 175]}, {'text': 'quitsmoking', 'indices': [176, 188]}]"
LibDemRedbridge,London Borough of Redbridge,707,RedbridgeEh,2022-04-17 11:14:43+00:00,"
RT @RedbridgeEh: Happy Easter

#stopsmoking #BetterHealth #ilford #healthylife #Smokefree #ItsTimeItsNow #easter2022 #easteregg #easterbunn…","[{'text': 'stopsmoking', 'indices': [31, 43]}, {'text': 'BetterHealth', 'indices': [44, 57]}, {'text': 'ilford', 'indices': [58, 65]}, {'text': 'healthylife', 'indices': [66, 78]}, {'text': 'Smokefree', 'indices': [79, 89]}, {'text': 'ItsTimeItsNow', 'indices': [90, 104]}, {'text': 'easter2022', 'indices': [105, 116]}, {'text': 'easteregg', 'indices': [117, 127]}]"
PreventiveBot,,754,RedbridgeEh,2022-04-17 09:11:37+00:00,"
RT @RedbridgeEh: Happy Easter

#stopsmoking #BetterHealth #ilford #healthylife #Smokefree #ItsTimeItsNow #easter2022 #easteregg #easterbunn…","[{'text': 'stopsmoking', 'indices': [31, 43]}, {'text': 'BetterHealth', 'indices': [44, 57]}, {'text': 'ilford', 'indices': [58, 65]}, {'text': 'healthylife', 'indices': [66, 78]}, {'text': 'Smokefree', 'indices': [79, 89]}, {'text': 'ItsTimeItsNow', 'indices': [90, 104]}, {'text': 'easter2022', 'indices': [105, 116]}, {'text': 'easteregg', 'indices': [117, 127]}]"
RedbridgeEh,Redbridge,35,none,2022-04-17 09:00:00+00:00,"
Happy Easter

#stopsmoking #BetterHealth #ilford #healthylife #Smokefree #ItsTimeItsNow #easter2022 #easteregg #easterbunny #eastergifts #easterweekend #easterholidays https://t.co/tCiZ85t4ir","[{'text': 'stopsmoking', 'indices': [14, 26]}, {'text': 'BetterHealth', 'indices': [27, 40]}, {'text': 'ilford', 'indices': [41, 48]}, {'text': 'healthylife', 'indices': [49, 61]}, {'text': 'Smokefree', 'indices': [62, 72]}, {'text': 'ItsTimeItsNow', 'indices': [73, 87]}, {'text': 'easter2022', 'indices': [88, 99]}, {'text': 'easteregg', 'indices': [100, 110]}, {'text': 'easterbunny', 'indices': [111, 123]}, {'text': 'eastergifts', 'indices': [124, 136]}, {'text': 'easterweekend', 'indices': [137, 151]}, {'text': 'easterholidays', 'indices': [152, 167]}]"
lyn24236596,,39,DrCarolynDean,2022-04-16 18:59:08+00:00,"
RT @DrCarolynDean: Smoking causes issues with your heart, lungs, and overall health.

#smoking #health #stopsmoking #drcarolyndean","[{'text': 'smoking', 'indices': [86, 94]}, {'text': 'health', 'indices': [95, 102]}, {'text': 'stopsmoking', 'indices': [103, 115]}, {'text': 'drcarolyndean', 'indices': [116, 130]}]"
skeehner,USA,1433,none,2022-04-16 17:14:17+00:00,"
This is one time being a Quitter will turn you into a Winner! 
Stop Smoking &amp; Win back your Health! 

Call Mary Beth Lodge at 513-260-9061 for an appointment.
https://t.co/07RaAWGiJI

Payments accepted: Cash, Credit Card, Check, PayPal, &amp; Venmo
#stopsmoking #quitsmoking #hypnosis https://t.co/Kw9XHLXkMK","[{'text': 'stopsmoking', 'indices': [253, 265]}, {'text': 'quitsmoking', 'indices': [266, 278]}, {'text': 'hypnosis', 'indices': [279, 288]}]"
DavidRBradley,"Morro Bay, CA",6418,none,2022-04-16 16:18:20+00:00,"
#StopSmoking Chapter One of my book How To STOP Smoking Without Killing Anyone on audio.  Ch1 is called:  ""Stop Trying To Quit!""  This chapter alone could shift your mind and get you off nicotine once and for all.  Wait till you get the whole thing https://t.co/2GfqSDSaW5","[{'text': 'StopSmoking', 'indices': [0, 12]}]"
princetonmedspa,"Princeton, NJ",159,none,2022-04-16 16:01:03+00:00,"
#Stopsmokinglasertherapy is an effective way to #quitsmoking #stopsmoking with laser treatments offered @BrunswickMediSpa in #EastBrunswick https://t.co/EmdBxAwwlT https://t.co/OhxDhhxwcx","[{'text': 'Stopsmokinglasertherapy', 'indices': [0, 24]}, {'text': 'quitsmoking', 'indices': [48, 60]}, {'text': 'stopsmoking', 'indices': [61, 73]}, {'text': 'EastBrunswick', 'indices': [125, 139]}]"
perm_cosmetics,USA,142,none,2022-04-16 15:56:04+00:00,"
#Stopsmokinglasertherapy is an effective way to #quitsmoking #stopsmoking with laser treatments offered @BrunswickMediSpa in #EastBrunswick https://t.co/UBSoiqZh1G https://t.co/czgb8Pp2jw","[{'text': 'Stopsmokinglasertherapy', 'indices': [0, 24]}, {'text': 'quitsmoking', 'indices': [48, 60]}, {'text': 'stopsmoking', 'indices': [61, 73]}, {'text': 'EastBrunswick', 'indices': [125, 139]}]"
vitastorm05,,244,none,2022-04-16 15:51:03+00:00,"
#Stopsmokinglasertherapy is an effective way to #quitsmoking #stopsmoking with laser treatments offered @BrunswickMediSpa in #EastBrunswick https://t.co/DUcNzs5Gxm https://t.co/XyNm7qorjr","[{'text': 'Stopsmokinglasertherapy', 'indices': [0, 24]}, {'text': 'quitsmoking', 'indices': [48, 60]}, {'text': 'stopsmoking', 'indices': [61, 73]}, {'text': 'EastBrunswick', 'indices': [125, 139]}]"
MediSpaNJ,USA,247,none,2022-04-16 15:46:03+00:00,"
#Stopsmokinglasertherapy is an effective way to #quitsmoking #stopsmoking with laser treatments offered @BrunswickMediSpa in #EastBrunswick https://t.co/O0oWQwL8Cf https://t.co/n1Bs7CgpE8","[{'text': 'Stopsmokinglasertherapy', 'indices': [0, 24]}, {'text': 'quitsmoking', 'indices': [48, 60]}, {'text': 'stopsmoking', 'indices': [61, 73]}, {'text': 'EastBrunswick', 'indices': [125, 139]}]"
PreventiveBot,,754,perm_cosmetics,2022-04-16 13:41:59+00:00,"
RT @perm_cosmetics: Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/m2vc…",[]
PreventiveBot,,754,vitastorm05,2022-04-16 13:41:52+00:00,"
RT @vitastorm05: Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/mT1ycxj…",[]
PreventiveBot,,754,princetonmedspa,2022-04-16 13:41:50+00:00,"
RT @princetonmedspa: Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/JdO…",[]
PreventiveBot,,754,MediSpaNJ,2022-04-16 13:41:45+00:00,"
RT @MediSpaNJ: Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/GNQtkqjva…",[]
perm_cosmetics,USA,142,none,2022-04-16 13:30:10+00:00,"
Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/m2vcGVvHnR #stopsmoking #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/eABTcNHF4R","[{'text': 'stopsmoking', 'indices': [126, 138]}, {'text': 'stopsmokinglaser', 'indices': [139, 156]}, {'text': 'quitsmoking', 'indices': [157, 169]}, {'text': 'Smokingcessation', 'indices': [170, 187]}, {'text': 'laserstopsmokingnj', 'indices': [188, 207]}, {'text': 'stopsmokingnearme', 'indices': [208, 226]}, {'text': 'stopsmokinglasernj', 'indices': [227, 246]}]"
vitastorm05,,244,none,2022-04-16 13:30:10+00:00,"
Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/mT1ycxjgDY #stopsmoking #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/MrPN7sZrDy","[{'text': 'stopsmoking', 'indices': [126, 138]}, {'text': 'stopsmokinglaser', 'indices': [139, 156]}, {'text': 'quitsmoking', 'indices': [157, 169]}, {'text': 'Smokingcessation', 'indices': [170, 187]}, {'text': 'laserstopsmokingnj', 'indices': [188, 207]}, {'text': 'stopsmokingnearme', 'indices': [208, 226]}, {'text': 'stopsmokinglasernj', 'indices': [227, 246]}]"
princetonmedspa,"Princeton, NJ",159,none,2022-04-16 13:30:10+00:00,"
Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/JdOi5PkbvM #stopsmoking #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/3RGvaWnuMU","[{'text': 'stopsmoking', 'indices': [126, 138]}, {'text': 'stopsmokinglaser', 'indices': [139, 156]}, {'text': 'quitsmoking', 'indices': [157, 169]}, {'text': 'Smokingcessation', 'indices': [170, 187]}, {'text': 'laserstopsmokingnj', 'indices': [188, 207]}, {'text': 'stopsmokingnearme', 'indices': [208, 226]}, {'text': 'stopsmokinglasernj', 'indices': [227, 246]}]"
MediSpaNJ,USA,247,none,2022-04-16 13:30:10+00:00,"
Tried gum, patch, Zyban, Hypnosis, cold turkey? Consider laser. You can be smoke-free after 1 session https://t.co/GNQtkqjva2 #stopsmoking #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/qiftweSMB7","[{'text': 'stopsmoking', 'indices': [126, 138]}, {'text': 'stopsmokinglaser', 'indices': [139, 156]}, {'text': 'quitsmoking', 'indices': [157, 169]}, {'text': 'Smokingcessation', 'indices': [170, 187]}, {'text': 'laserstopsmokingnj', 'indices': [188, 207]}, {'text': 'stopsmokingnearme', 'indices': [208, 226]}, {'text': 'stopsmokinglasernj', 'indices': [227, 246]}]"
WeQuitSmoking,We CAN Quit Nicotine!,1077,Max_Kirsten,2022-04-16 12:44:26+00:00,"
RT @Max_Kirsten: NEWS!
#1 Medical App in Apple IOS App Store Jan 2022. Award-winning Quit App. Read ⭐️⭐️⭐️⭐️⭐️ Reviews! 

https://t.co/Uiex…",[]
hephaistos_ai,Paris,2990,Max_Kirsten,2022-04-16 12:43:28+00:00,"
RT @Max_Kirsten: NEWS!
#1 Medical App in Apple IOS App Store Jan 2022. Award-winning Quit App. Read ⭐️⭐️⭐️⭐️⭐️ Reviews! 

https://t.co/Uiex…",[]
Max_Kirsten,Global Citizen,14065,none,2022-04-16 12:43:23+00:00,"
NEWS!
#1 Medical App in Apple IOS App Store Jan 2022. Award-winning Quit App. Read ⭐️⭐️⭐️⭐️⭐️ Reviews! 

https://t.co/UiexbQYoB5

#vapes #juul #ecigs #tobacco #cigarettes #cigs #cancer #lungcancer #lungs #maxkirsten #stopsmoking #quitsmoking #iqos #shisha #cigars #smoking https://t.co/lpS62wzscn","[{'text': 'vapes', 'indices': [130, 136]}, {'text': 'juul', 'indices': [137, 142]}, {'text': 'ecigs', 'indices': [143, 149]}, {'text': 'tobacco', 'indices': [150, 158]}, {'text': 'cigarettes', 'indices': [159, 170]}, {'text': 'cigs', 'indices': [171, 176]}, {'text': 'cancer', 'indices': [177, 184]}, {'text': 'lungcancer', 'indices': [185, 196]}, {'text': 'lungs', 'indices': [197, 203]}, {'text': 'maxkirsten', 'indices': [204, 215]}, {'text': 'stopsmoking', 'indices': [216, 228]}, {'text': 'quitsmoking', 'indices': [229, 241]}, {'text': 'iqos', 'indices': [242, 247]}, {'text': 'shisha', 'indices': [248, 255]}, {'text': 'cigars', 'indices': [256, 263]}, {'text': 'smoking', 'indices': [264, 272]}]"
highfiveuphere,,182,healthyrrific1,2022-04-16 02:04:00+00:00,"
RT @healthyrrific1: 10 Tips to Stop Smoking for Good https://t.co/DxpKDkSwmD #healthyrrific #stopsmoking #quitsmoking","[{'text': 'healthyrrific', 'indices': [77, 91]}, {'text': 'stopsmoking', 'indices': [92, 104]}, {'text': 'quitsmoking', 'indices': [105, 117]}]"
DavidRBradley,"Morro Bay, CA",6418,none,2022-04-15 22:30:19+00:00,"
#StopSmoking This is how I did it, and if I can do it, so can you! 
 https://t.co/FUvXjjm21z","[{'text': 'StopSmoking', 'indices': [0, 12]}]"
PreventiveBot,,754,maratroeger,2022-04-15 21:42:09+00:00,"
RT @maratroeger: 2nd day of non smoking 🎉🎊🎉 When you ever have tried to quit smoking leave a comment. 
#quitsmoking #smoking #addiction #st…","[{'text': 'quitsmoking', 'indices': [103, 115]}, {'text': 'smoking', 'indices': [116, 124]}, {'text': 'addiction', 'indices': [125, 135]}]"
maratroeger,Düsseldorf,59,none,2022-04-15 21:37:47+00:00,"
2nd day of non smoking 🎉🎊🎉 When you ever have tried to quit smoking leave a comment. 
#quitsmoking #smoking #addiction #stopsmoking","[{'text': 'quitsmoking', 'indices': [86, 98]}, {'text': 'smoking', 'indices': [99, 107]}, {'text': 'addiction', 'indices': [108, 118]}, {'text': 'stopsmoking', 'indices': [119, 131]}]"
hplbot,,3014,osmium10,2022-04-15 20:46:58+00:00,"
RT @osmium10: Documentary feature OUT NOW
https://t.co/26x48NeQc7
Promo code EYESOPEN saves 30pc

#FF
@MQmentalhealth 
@Indiefilmfan2 
@isa…","[{'text': 'FF', 'indices': [98, 101]}]"
osmium10,"London, UK",5688,none,2022-04-15 20:45:49+00:00,"
Documentary feature OUT NOW
https://t.co/26x48NeQc7
Promo code EYESOPEN saves 30pc

#FF
@MQmentalhealth 
@Indiefilmfan2 
@isaacrthorne 
@NMarchFilm
@mhtodaymag
@ThriveAppsUK
@mentalhealth

#mentalhealth #Hypnosis #hypnotherapy #stopsmoking #weightloss #Health #Wellbeing #film https://t.co/O5ZtqZGgtC","[{'text': 'FF', 'indices': [84, 87]}, {'text': 'mentalhealth', 'indices': [189, 202]}, {'text': 'Hypnosis', 'indices': [203, 212]}, {'text': 'hypnotherapy', 'indices': [213, 226]}, {'text': 'stopsmoking', 'indices': [227, 239]}, {'text': 'weightloss', 'indices': [240, 251]}, {'text': 'Health', 'indices': [252, 259]}, {'text': 'Wellbeing', 'indices': [260, 270]}, {'text': 'film', 'indices': [271, 276]}]"
DavidRBradley,"Morro Bay, CA",6418,none,2022-04-15 19:24:30+00:00,"
#StopSmoking The no-nonsense approach to finally kicking the habit.  Loaded with tools, exercises, and ideas to get you in the proper frame of mind to finally knock yourself off the smoking addiction.  This is how I did it, and if I can do it, so can you! https://t.co/FUvXjjm21z","[{'text': 'StopSmoking', 'indices': [0, 12]}]"
AGHypnosis,"Belfast, Northern Ireland",308,none,2022-04-15 19:23:20+00:00,"
Happy Easter Everyone!

#WeightManagement #StopSmoking #GastricBandHypnotherapy #Hypnotherapy #HypnosisWorks #NorthernIreland #Belfast #Cookstown #Ballymena #Omagh #Coleraine https://t.co/jdpGd2iQKr","[{'text': 'WeightManagement', 'indices': [24, 41]}, {'text': 'StopSmoking', 'indices': [42, 54]}, {'text': 'GastricBandHypnotherapy', 'indices': [55, 79]}, {'text': 'Hypnotherapy', 'indices': [80, 93]}, {'text': 'HypnosisWorks', 'indices': [94, 108]}, {'text': 'NorthernIreland', 'indices': [109, 125]}, {'text': 'Belfast', 'indices': [126, 134]}, {'text': 'Cookstown', 'indices': [135, 145]}, {'text': 'Ballymena', 'indices': [146, 156]}, {'text': 'Omagh', 'indices': [157, 163]}, {'text': 'Coleraine', 'indices': [164, 174]}]"
DavidRBradley,"Morro Bay, CA",6418,none,2022-04-15 16:15:15+00:00,"
#StopSmoking with this no nonsense approach to finally kicking the habit before the habit leads you to kick the bucket. https://t.co/RrWG6iJ6qr","[{'text': 'StopSmoking', 'indices': [0, 12]}]"
CeeYourJoy,"Seattle, WA",37,none,2022-04-15 15:18:34+00:00,"
Man..... I wish I NEVER picked up a cigarette..... QUITTING has been thee HARDEST thing I've EVER had to do.... BUT IM DOIN IT👏🏾🚭 #stopsmoking #nonicotine","[{'text': 'stopsmoking', 'indices': [130, 142]}, {'text': 'nonicotine', 'indices': [143, 154]}]"
PreventiveBot,,754,PierremontPhar1,2022-04-15 12:41:59+00:00,"
RT @PierremontPhar1: It's never too late to #JoinTheQuitters.

Contact us for #StopSmoking advice, products and support.

Every day is a go…","[{'text': 'JoinTheQuitters', 'indices': [44, 60]}, {'text': 'StopSmoking', 'indices': [78, 90]}]"
PierremontPhar1,,53,none,2022-04-15 12:36:27+00:00,"
It's never too late to #JoinTheQuitters.

Contact us for #StopSmoking advice, products and support.

Every day is a good day to #QuitSmoking.

Let us help you start the journey to #NoSmoking today. https://t.co/40Q6ArfQrr","[{'text': 'JoinTheQuitters', 'indices': [23, 39]}, {'text': 'StopSmoking', 'indices': [57, 69]}, {'text': 'QuitSmoking', 'indices': [128, 140]}, {'text': 'NoSmoking', 'indices': [180, 190]}]"
DrRajpura,,1195,NHSQuitTobacco,2022-04-15 10:11:54+00:00,"
RT @NHSQuitTobacco: Our #Blackpool patients and service users often tell us that their main motivation to quit smoking is for their childre…","[{'text': 'Blackpool', 'indices': [24, 34]}]"
DrRajpura,,1195,NHSQuitTobacco,2022-04-15 10:11:36+00:00,"
RT @NHSQuitTobacco: If you’re admitted to hospital as a smoker, you can get #stopsmoking support from one of our Specialist Practitioners i…","[{'text': 'stopsmoking', 'indices': [76, 88]}]"
DrRajpura,,1195,NHSQuitTobacco,2022-04-15 10:11:09+00:00,"
RT @NHSQuitTobacco: Getting #stopsmoking support in #Blackpool has never been easier. During the Easter holidays you can self-refer for up…","[{'text': 'stopsmoking', 'indices': [28, 40]}, {'text': 'Blackpool', 'indices': [52, 62]}]"
PreventiveBot,,754,RedbridgeEh,2022-04-15 09:41:58+00:00,"
RT @RedbridgeEh: Happy Passover!

#healthylife #ItsTimeItsNow #Smokefree #ilford #BetterHealth #passover2022 #passover #stopsmoking https:/…","[{'text': 'healthylife', 'indices': [34, 46]}, {'text': 'ItsTimeItsNow', 'indices': [47, 61]}, {'text': 'Smokefree', 'indices': [62, 72]}, {'text': 'ilford', 'indices': [73, 80]}, {'text': 'BetterHealth', 'indices': [81, 94]}, {'text': 'passover2022', 'indices': [95, 108]}, {'text': 'passover', 'indices': [109, 118]}, {'text': 'stopsmoking', 'indices': [119, 131]}]"
RedbridgeEh,Redbridge,35,none,2022-04-15 09:31:00+00:00,"
Happy Passover!

#healthylife #ItsTimeItsNow #Smokefree #ilford #BetterHealth #passover2022 #passover #stopsmoking https://t.co/X08ufpAzDE","[{'text': 'healthylife', 'indices': [17, 29]}, {'text': 'ItsTimeItsNow', 'indices': [30, 44]}, {'text': 'Smokefree', 'indices': [45, 55]}, {'text': 'ilford', 'indices': [56, 63]}, {'text': 'BetterHealth', 'indices': [64, 77]}, {'text': 'passover2022', 'indices': [78, 91]}, {'text': 'passover', 'indices': [92, 101]}, {'text': 'stopsmoking', 'indices': [102, 114]}]"
PreventiveBot,,754,Quit_Newcastle,2022-04-15 09:12:05+00:00,"
RT @Quit_Newcastle: Going out this bank holiday?🥂🌞

For some smokers, social events can be a trigger, but there's no need to isolate yourse…",[]
Quit_Newcastle,"Newcastle Upon Tyne, England",480,none,2022-04-15 09:00:36+00:00,"
Going out this bank holiday?🥂🌞

For some smokers, social events can be a trigger, but there's no need to isolate yourself, for fear of relapse. Having some stop smoking tips ahead of time will help!

For tips visit: https://t.co/fmIYx91KYF

#stopsmoking #smokefree","[{'text': 'stopsmoking', 'indices': [241, 253]}, {'text': 'smokefree', 'indices': [254, 264]}]"
