username,userID,location,followers,retweeted_og,tweetcreatedts,text,hashtags
princetonmedspa,887047795387113472,"Princeton, NJ",159,none,2022-04-14 17:14:03+00:00,"
#LaserTherapySmokingCessation in NJ can help anyone wanting to #quitsmoking 800-518-3055. https://t.co/JdOi5PkbvM  #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/JtwVEbFs6F","[{'text': 'LaserTherapySmokingCessation', 'indices': [0, 29]}, {'text': 'quitsmoking', 'indices': [63, 75]}, {'text': 'stopsmokinglaser', 'indices': [115, 132]}, {'text': 'quitsmoking', 'indices': [133, 145]}, {'text': 'Smokingcessation', 'indices': [146, 163]}, {'text': 'laserstopsmokingnj', 'indices': [164, 183]}, {'text': 'stopsmokingnearme', 'indices': [184, 202]}, {'text': 'stopsmokinglasernj', 'indices': [203, 222]}]"
vitastorm05,760032852,,244,none,2022-04-14 17:14:03+00:00,"
#LaserTherapySmokingCessation in NJ can help anyone wanting to #quitsmoking 800-518-3055. https://t.co/mT1ycxjgDY  #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/qIsKSYxzN5","[{'text': 'LaserTherapySmokingCessation', 'indices': [0, 29]}, {'text': 'quitsmoking', 'indices': [63, 75]}, {'text': 'stopsmokinglaser', 'indices': [115, 132]}, {'text': 'quitsmoking', 'indices': [133, 145]}, {'text': 'Smokingcessation', 'indices': [146, 163]}, {'text': 'laserstopsmokingnj', 'indices': [164, 183]}, {'text': 'stopsmokingnearme', 'indices': [184, 202]}, {'text': 'stopsmokinglasernj', 'indices': [203, 222]}]"
perm_cosmetics,606797588,USA,142,none,2022-04-14 17:14:03+00:00,"
#LaserTherapySmokingCessation in NJ can help anyone wanting to #quitsmoking 800-518-3055. https://t.co/m2vcGVvHnR  #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/X2is4QOe8T","[{'text': 'LaserTherapySmokingCessation', 'indices': [0, 29]}, {'text': 'quitsmoking', 'indices': [63, 75]}, {'text': 'stopsmokinglaser', 'indices': [115, 132]}, {'text': 'quitsmoking', 'indices': [133, 145]}, {'text': 'Smokingcessation', 'indices': [146, 163]}, {'text': 'laserstopsmokingnj', 'indices': [164, 183]}, {'text': 'stopsmokingnearme', 'indices': [184, 202]}, {'text': 'stopsmokinglasernj', 'indices': [203, 222]}]"
MediSpaNJ,718623348,USA,247,none,2022-04-14 17:14:03+00:00,"
#LaserTherapySmokingCessation in NJ can help anyone wanting to #quitsmoking 800-518-3055. https://t.co/GNQtkqjva2  #stopsmokinglaser #quitsmoking #Smokingcessation #laserstopsmokingnj #stopsmokingnearme #stopsmokinglasernj https://t.co/odDF1Yh9HT","[{'text': 'LaserTherapySmokingCessation', 'indices': [0, 29]}, {'text': 'quitsmoking', 'indices': [63, 75]}, {'text': 'stopsmokinglaser', 'indices': [115, 132]}, {'text': 'quitsmoking', 'indices': [133, 145]}, {'text': 'Smokingcessation', 'indices': [146, 163]}, {'text': 'laserstopsmokingnj', 'indices': [164, 183]}, {'text': 'stopsmokingnearme', 'indices': [184, 202]}, {'text': 'stopsmokinglasernj', 'indices': [203, 222]}]"
HandsomeAlfi,1273590751801171968,,440,geekbarvape,2022-04-14 17:09:21+00:00,"
RT @geekbarvape: Geekbar S600
😍 600 puffs
🍯 2ml
🧃 2% Nic
⚡ 500mAh
Better choice for quit smoking!

Warning: You must be 21+ to follow us an…",[]
officialfusenbg,1377037118946607106,"London, England",467,none,2022-04-14 17:03:09+00:00,"
WAS GOING TO STOP RECORDING MY PROGRESS ON SOCIAL SINCE I REMOVED ALL POSTS BUT I DO LIKE TO SEE THE PROGRESS I AM MAKING. 

🅿️

#NOSMOKING #QUITSMOKING #HEALTHISWEALTH #BETTERINGYOURSELF #STAYINGFOCUSED #ONTHERIGHTPATH https://t.co/6OtLxPgO5F","[{'text': 'NOSMOKING', 'indices': [129, 139]}, {'text': 'QUITSMOKING', 'indices': [140, 152]}, {'text': 'HEALTHISWEALTH', 'indices': [153, 168]}, {'text': 'BETTERINGYOURSELF', 'indices': [169, 187]}, {'text': 'STAYINGFOCUSED', 'indices': [188, 203]}, {'text': 'ONTHERIGHTPATH', 'indices': [204, 219]}]"
HealthyOxon,3367666821,"Oxford, England",817,CochraneTAG,2022-04-14 16:27:58+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
LancsQuitSquad,1156301903824859136,"North West, England",538,CochraneTAG,2022-04-14 15:48:18+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
ConnecttoHull,932277734,Kingston upon Hull,445,none,2022-04-14 15:47:00+00:00,"
🚫Download the free 'NHS Quit Smoking' app today...

#BetterHealth #QuitSmoking✊ https://t.co/Bs2NJYPEFT","[{'text': 'BetterHealth', 'indices': [52, 65]}, {'text': 'QuitSmoking', 'indices': [66, 78]}]"
COPD_research,4425663027,,3637,MDSpiro,2022-04-14 15:44:32+00:00,"
RT @MDSpiro: Study: Smoking Cessation Adds 5 Healthy Years After Heart Attack #mdspiro #heartattack #copd #asthma #spirometry #quitsmoking…","[{'text': 'mdspiro', 'indices': [78, 86]}, {'text': 'heartattack', 'indices': [87, 99]}, {'text': 'copd', 'indices': [100, 105]}, {'text': 'asthma', 'indices': [106, 113]}, {'text': 'spirometry', 'indices': [114, 125]}, {'text': 'quitsmoking', 'indices': [126, 138]}]"
maal_nora,1400057620497633287,,5,INFUSION51a,2022-04-14 15:26:20+00:00,"
RT @INFUSION51a: So you can size it up: #LungCancer would rank 8th (and not 1st) among the deadliest cancers if it weren’t for smoking-rela…","[{'text': 'LungCancer', 'indices': [40, 51]}]"
MDSpiro,787416578,Maine,1110,none,2022-04-14 15:07:49+00:00,"
Study: Smoking Cessation Adds 5 Healthy Years After Heart Attack #mdspiro #heartattack #copd #asthma #spirometry #quitsmoking #smokingcessation - https://t.co/DsNv1q8ZOP https://t.co/LqlrmfAnBH","[{'text': 'mdspiro', 'indices': [65, 73]}, {'text': 'heartattack', 'indices': [74, 86]}, {'text': 'copd', 'indices': [87, 92]}, {'text': 'asthma', 'indices': [93, 100]}, {'text': 'spirometry', 'indices': [101, 112]}, {'text': 'quitsmoking', 'indices': [113, 125]}, {'text': 'smokingcessation', 'indices': [126, 143]}]"
adarsh_emm,3104435801,India,239,none,2022-04-14 15:06:16+00:00,"
Do you smoke?
But the emojis doesn’t match.. smoke blowing from here💨 but the cigarette 🚬 the other way! 
Is the emojis designed to make us realise to QUIT SMOKING? #quitsmoking","[{'text': 'quitsmoking', 'indices': [165, 177]}]"
INFUSION51a,933025606786265094,"Chicago, IL",2450,none,2022-04-14 15:00:03+00:00,"
So you can size it up: #LungCancer would rank 8th (and not 1st) among the deadliest cancers if it weren’t for smoking-related deaths.

Lung cancer causes more than 350 deaths each day —more than breast, prostate, and pancreatic cancers combined.

#QuitSmoking https://t.co/DaTi735KRj","[{'text': 'LungCancer', 'indices': [23, 34]}, {'text': 'QuitSmoking', 'indices': [247, 259]}]"
PreventiveBot,1375244479049895941,,755,geekbarvape,2022-04-14 14:42:25+00:00,"
RT @geekbarvape: Geekbar S600
😍 600 puffs
🍯 2ml
🧃 2% Nic
⚡ 500mAh
Better choice for quit smoking!

Warning: You must be 21+ to follow us an…",[]
GreenVapinGiant,925023438779179008,United Kingdom,3908,geekbarvape,2022-04-14 14:41:17+00:00,"
RT @geekbarvape: Geekbar S600
😍 600 puffs
🍯 2ml
🧃 2% Nic
⚡ 500mAh
Better choice for quit smoking!

Warning: You must be 21+ to follow us an…",[]
geekbarvape,1266314667258834945,,142,none,2022-04-14 14:40:03+00:00,"
Geekbar S600
😍 600 puffs
🍯 2ml
🧃 2% Nic
⚡ 500mAh
Better choice for quit smoking!

Warning: You must be 21+ to follow us and vape. 
#geekbar #geekbars600 #vaping #ecigarette #vape #disposableecig #disposablevape #newarrival #tobaccoalternatives #quitsmoking https://t.co/L4NLQGxxLU","[{'text': 'geekbar', 'indices': [131, 139]}, {'text': 'geekbars600', 'indices': [140, 152]}, {'text': 'vaping', 'indices': [153, 160]}, {'text': 'ecigarette', 'indices': [161, 172]}, {'text': 'vape', 'indices': [173, 178]}, {'text': 'disposableecig', 'indices': [179, 194]}, {'text': 'disposablevape', 'indices': [195, 210]}, {'text': 'newarrival', 'indices': [211, 222]}, {'text': 'tobaccoalternatives', 'indices': [223, 243]}, {'text': 'quitsmoking', 'indices': [244, 256]}]"
AddictionUea,4221086613,UEA Norwich,739,CochraneTAG,2022-04-14 14:33:40+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
progressiveuccv,1286168144105668611,"Castro Valley, CA 94546, USA",0,none,2022-04-14 14:00:01+00:00,"
Better Quit Smoking Now

Second-hand smoking is as bad as smoking. Even if you separate smokers from non-smokers or open windows when you smoke, these do not prevent others from breathing in your smoke. Smoking does not bring any good to you at all.

#QuitSmoking https://t.co/VpnASa8Anz","[{'text': 'QuitSmoking', 'indices': [251, 263]}]"
Kate_Narkybeast,273362692,UK,2179,CochraneTAG,2022-04-14 13:53:21+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
Southernvaper1,1439738336596434948,,222,EcigClick,2022-04-14 13:46:17+00:00,"
RT @EcigClick: #Vaping can help you to #QuitSmoking - a great starter device is a simple and inexpensive #PodKit. We tell you the best we h…","[{'text': 'Vaping', 'indices': [15, 22]}, {'text': 'QuitSmoking', 'indices': [39, 51]}, {'text': 'PodKit', 'indices': [105, 112]}]"
i_like_vaping,109644207,Almería,371,CochraneTAG,2022-04-14 12:50:59+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
GoBeepUK,989843284385247233,"Nottingham, England",1279,CochraneTAG,2022-04-14 12:43:01+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
DampfFreiheit,796642024317456385,Deutschland,931,CochraneTAG,2022-04-14 12:41:54+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
jhb19,190240278,"Oxford, England",817,CochraneTAG,2022-04-14 12:34:44+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
leilanilyncamp1,1400297839138201604,"Henderson, NV",106,ucanquit2,2022-04-14 12:26:04+00:00,"
RT @ucanquit2: #FACT: After you #quitsmoking, in just 2 weeks, your lung function will improve. Within 1-9 months, shortness of breath will…","[{'text': 'FACT', 'indices': [15, 20]}, {'text': 'quitsmoking', 'indices': [32, 44]}]"
PreventiveBot,1375244479049895941,,755,EcigClick,2022-04-14 12:11:57+00:00,"
RT @EcigClick: #Vaping can help you to #QuitSmoking - a great starter device is a simple and inexpensive #PodKit. We tell you the best we h…","[{'text': 'Vaping', 'indices': [15, 22]}, {'text': 'QuitSmoking', 'indices': [39, 51]}, {'text': 'PodKit', 'indices': [105, 112]}]"
alli_vapes,23232107,South Carolina ,4577,EcigClick,2022-04-14 12:11:15+00:00,"
RT @EcigClick: #Vaping can help you to #QuitSmoking - a great starter device is a simple and inexpensive #PodKit. We tell you the best we h…","[{'text': 'Vaping', 'indices': [15, 22]}, {'text': 'QuitSmoking', 'indices': [39, 51]}, {'text': 'PodKit', 'indices': [105, 112]}]"
EcigClick,394655183,UK,9786,none,2022-04-14 12:08:02+00:00,"
#Vaping can help you to #QuitSmoking - a great starter device is a simple and inexpensive #PodKit. We tell you the best we have tried in our guide here... https://t.co/87VF3oXbZk #THR #StopSmoking #BackVaping #Ecigclick https://t.co/6IeD6X87ZA","[{'text': 'Vaping', 'indices': [0, 7]}, {'text': 'QuitSmoking', 'indices': [24, 36]}, {'text': 'PodKit', 'indices': [90, 97]}, {'text': 'THR', 'indices': [179, 183]}, {'text': 'StopSmoking', 'indices': [184, 196]}, {'text': 'BackVaping', 'indices': [197, 208]}, {'text': 'Ecigclick', 'indices': [209, 219]}]"
ancho85,120521667,"ÜT: -25.285184,-57.6121645",446,none,2022-04-14 11:55:03+00:00,"
A quien le importe: Just unlocked an achievement on @quitnowapp ""Less paper!"" #quitsmoking https://t.co/cs8NYGdMFQ","[{'text': 'quitsmoking', 'indices': [78, 90]}]"
EarlFirefly,4877547399,Earth ,21,none,2022-04-14 11:50:14+00:00,"
160 tobacco free. 🤙 #quitsmoking #tobaccofree #celebrateyourself #woohoo #tootyourownhorn","[{'text': 'quitsmoking', 'indices': [20, 32]}, {'text': 'tobaccofree', 'indices': [33, 45]}, {'text': 'celebrateyourself', 'indices': [46, 64]}, {'text': 'woohoo', 'indices': [65, 72]}, {'text': 'tootyourownhorn', 'indices': [73, 89]}]"
robertjwest,260345372,London,12656,CochraneTAG,2022-04-14 11:23:39+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
PreventiveBot,1375244479049895941,,755,OneYouMerton,2022-04-14 11:12:11+00:00,"
RT @OneYouMerton: Find a combination of quit-smoking tools and local support that’s right for you to quit this New Year. Find out about lot…",[]
jkelovuori,3352430571,"Turku, Finland",3188,CochraneTAG,2022-04-14 11:11:28+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
Bravo_Dada,1219628231713861634,,6109,JoeDannaBooks,2022-04-14 11:10:16+00:00,"
RT @JoeDannaBooks: It's not as hard as you might think. #quitsmoking #LungCancerAwarenessMonth #breathingproblem #breathoffreshair #COPD #A…","[{'text': 'quitsmoking', 'indices': [56, 68]}, {'text': 'LungCancerAwarenessMonth', 'indices': [69, 94]}, {'text': 'breathingproblem', 'indices': [95, 112]}, {'text': 'breathoffreshair', 'indices': [113, 130]}, {'text': 'COPD', 'indices': [131, 136]}]"
OneYouMerton,738354971612205056,"Merton, London",628,none,2022-04-14 11:05:08+00:00,"
Find a combination of quit-smoking tools and local support that’s right for you to quit this New Year. Find out about lots of support available to help you #GoSmokefree, visit:  https://t.co/8JNaUC6E35 @Merton_Council @HealthyMerton @nhsmerton_ #QuitSmoking #GoSmokefree https://t.co/01j4xJPHqh","[{'text': 'GoSmokefree', 'indices': [156, 168]}, {'text': 'QuitSmoking', 'indices': [245, 257]}, {'text': 'GoSmokefree', 'indices': [258, 270]}]"
Rawgster,784228081439379456,some where USA,416,CochraneTAG,2022-04-14 10:58:30+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
PreventiveBot,1375244479049895941,,755,CochraneTAG,2022-04-14 10:56:58+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
benoit_durand,355483159,,1914,CochraneTAG,2022-04-14 10:55:47+00:00,"
RT @CochraneTAG: We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts usefu…","[{'text': 'ecigs', 'indices': [85, 91]}, {'text': 'QuitSMOKING', 'indices': [95, 107]}]"
CochraneTAG,1509860316,University of Oxford,2093,none,2022-04-14 10:47:32+00:00,"
We want to hear from you! Do you find the Cochrane living review of #ecigs to #QuitSMOKING, briefing docs &amp; podcasts useful? Help us evaluate this approach. Please take our 2 min survey before May 11th, URL below. @CRUK_Policy funded @UniofOxford Thanks! https://t.co/IYfRh8QN4F https://t.co/xoxzeytjTP","[{'text': 'ecigs', 'indices': [68, 74]}, {'text': 'QuitSMOKING', 'indices': [78, 90]}]"
BillDee8,1318926836,"New Jersey, USA",1010,feelmtech,2022-04-14 09:38:12+00:00,"
RT @feelmtech: Vaping is 95% less harmful than Smoking, why not try #Switchontovaping this #VApril?
Find out how to #maketheswitch. Visit y…","[{'text': 'Switchontovaping', 'indices': [68, 85]}, {'text': 'VApril', 'indices': [91, 98]}, {'text': 'maketheswitch', 'indices': [116, 130]}]"
ClearPharmacy,526215511,Belfast,306,none,2022-04-14 09:00:54+00:00,"
Quitting smoking can be difficult, but we are here to help. The HSC Smoking Cessation service is available in selected Clear Pharmacies, so contact your local branch for details. #QuitSmoking #SmokingCessation https://t.co/kZz9CtPaZa","[{'text': 'QuitSmoking', 'indices': [179, 191]}, {'text': 'SmokingCessation', 'indices': [192, 209]}]"
hs_hypnotherapy,740048798,United Kingdom ,1612,none,2022-04-14 09:00:03+00:00,"
Hypnotherapy to stop smoking includes metaphors, physiological information, addiction information and suggestion to help you leave the habit behind for good. 💪

#quitsmoking #hypnotherapy #hypnotherapyhelps","[{'text': 'quitsmoking', 'indices': [161, 173]}, {'text': 'hypnotherapy', 'indices': [174, 187]}, {'text': 'hypnotherapyhelps', 'indices': [188, 206]}]"
PreventiveBot,1375244479049895941,,755,AGHypnosis,2022-04-14 08:57:08+00:00,"
RT @AGHypnosis: The secret to getting ahead is getting started...
.
.
https://t.co/RwcY8Znlfw
 #Weightloss #YouCanQuit #WeightManagement #S…","[{'text': 'Weightloss', 'indices': [95, 106]}, {'text': 'YouCanQuit', 'indices': [107, 118]}, {'text': 'WeightManagement', 'indices': [119, 136]}]"
secret_scale,1478718280076509184,Invented by Dr @KrittanawongMD,555,AGHypnosis,2022-04-14 08:56:45+00:00,"
RT @AGHypnosis: The secret to getting ahead is getting started...
.
.
https://t.co/RwcY8Znlfw
 #Weightloss #YouCanQuit #WeightManagement #S…","[{'text': 'Weightloss', 'indices': [95, 106]}, {'text': 'YouCanQuit', 'indices': [107, 118]}, {'text': 'WeightManagement', 'indices': [119, 136]}]"
AGHypnosis,135545932,"Belfast, Northern Ireland",308,none,2022-04-14 08:56:16+00:00,"
The secret to getting ahead is getting started...
.
.
https://t.co/RwcY8Znlfw
 #Weightloss #YouCanQuit #WeightManagement #StopSmoking #QuitSmoking #GastricBandHypnotherapy #Hypnotherapy #HypnosisWorks #NorthernIreland #Belfast #Cookstown #Ballymena #Omagh #Coleraine https://t.co/TWlEUy2lYA","[{'text': 'Weightloss', 'indices': [79, 90]}, {'text': 'YouCanQuit', 'indices': [91, 102]}, {'text': 'WeightManagement', 'indices': [103, 120]}, {'text': 'StopSmoking', 'indices': [121, 133]}, {'text': 'QuitSmoking', 'indices': [134, 146]}, {'text': 'GastricBandHypnotherapy', 'indices': [147, 171]}, {'text': 'Hypnotherapy', 'indices': [172, 185]}, {'text': 'HypnosisWorks', 'indices': [186, 200]}, {'text': 'NorthernIreland', 'indices': [201, 217]}, {'text': 'Belfast', 'indices': [218, 226]}, {'text': 'Cookstown', 'indices': [227, 237]}, {'text': 'Ballymena', 'indices': [238, 248]}, {'text': 'Omagh', 'indices': [249, 255]}, {'text': 'Coleraine', 'indices': [256, 266]}]"
nicotex_in,3000792859,,3080,none,2022-04-14 07:28:28+00:00,"
Break free from what holds you back. Quit smoking today with Nicotex. 

#WeBelieveYouCan #quitsmoking #nicotex ​#nicotexgums #nicotexpatch https://t.co/UezdgCy0qQ","[{'text': 'WeBelieveYouCan', 'indices': [72, 88]}, {'text': 'quitsmoking', 'indices': [89, 101]}, {'text': 'nicotex', 'indices': [102, 110]}, {'text': 'nicotexgums', 'indices': [112, 124]}, {'text': 'nicotexpatch', 'indices': [125, 138]}]"
MarssDestinate,1510507451623546881,"Bangkok, Thailand",72,JoeDannaBooks,2022-04-14 06:31:15+00:00,"
RT @JoeDannaBooks: It's not as hard as you might think. #quitsmoking #LungCancerAwarenessMonth #breathingproblem #breathoffreshair #COPD #A…","[{'text': 'quitsmoking', 'indices': [56, 68]}, {'text': 'LungCancerAwarenessMonth', 'indices': [69, 94]}, {'text': 'breathingproblem', 'indices': [95, 112]}, {'text': 'breathoffreshair', 'indices': [113, 130]}, {'text': 'COPD', 'indices': [131, 136]}]"
PreventiveBot,1375244479049895941,,755,Rioteliquid,2022-04-14 03:56:49+00:00,"
RT @Rioteliquid: Are you new to vaping or just not sure what strength eliquid is best suited to you?

Check out this infographic for a litt…",[]
Rioteliquid,784076652225650689,United Kingdom,6629,none,2022-04-14 03:46:03+00:00,"
Are you new to vaping or just not sure what strength eliquid is best suited to you?

Check out this infographic for a little advice 👊 

Comment below what strength you use!

#vapril #quitsmoking #vape #eliquid https://t.co/EKHO34Jbbh","[{'text': 'vapril', 'indices': [174, 181]}, {'text': 'quitsmoking', 'indices': [182, 194]}, {'text': 'vape', 'indices': [195, 200]}, {'text': 'eliquid', 'indices': [201, 209]}]"
Mendoza_MASC336,1485701081942446086,,4,none,2022-04-14 02:58:58+00:00,"
Your #health should be prioritized! Smoking tobacco can lead to lung cancer and many more diseases. To learn more on ways to quit smoking, go to https://t.co/AISuWjbqXp @WebMD #MASC336 #quitsmoking https://t.co/6Rmxpnkvub","[{'text': 'health', 'indices': [5, 12]}, {'text': 'MASC336', 'indices': [176, 184]}, {'text': 'quitsmoking', 'indices': [185, 197]}]"
PreventiveBot,1375244479049895941,,755,Rob_Hadley,2022-04-14 00:56:56+00:00,"
RT @Rob_Hadley: Up until the 1950's when the first adequate treatment for asthma arrived on the market - an asthma 'cigarette' would be abo…",[]
Rob_Hadley,202884906,,3190,none,2022-04-14 00:42:01+00:00,"
Up until the 1950's when the first adequate treatment for asthma arrived on the market - an asthma 'cigarette' would be about all your doctor would have to offer you. 
Looking to quit smoking? I can help. https://t.co/6BOWEUE8IF
#quitsmoking #quitsmokinghypnosis #hypnotherapy https://t.co/9jPmnRfEZ2","[{'text': 'quitsmoking', 'indices': [229, 241]}, {'text': 'quitsmokinghypnosis', 'indices': [242, 262]}, {'text': 'hypnotherapy', 'indices': [263, 276]}]"
chizuru_cherry,819357926481534976,2017/01/12  START,824,JoeDannaBooks,2022-04-14 00:20:57+00:00,"
RT @JoeDannaBooks: It's not as hard as you might think. #quitsmoking #LungCancerAwarenessMonth #breathingproblem #breathoffreshair #COPD #A…","[{'text': 'quitsmoking', 'indices': [56, 68]}, {'text': 'LungCancerAwarenessMonth', 'indices': [69, 94]}, {'text': 'breathingproblem', 'indices': [95, 112]}, {'text': 'breathoffreshair', 'indices': [113, 130]}, {'text': 'COPD', 'indices': [131, 136]}]"
AlterioMatthew,1124242656681451520,,254,DrBuzz_Forensic,2022-04-13 23:51:07+00:00,"
RT @DrBuzz_Forensic: Actor Chuck Connors was #BornOnThisDay,April 10, 1921. Remembered for the TV series The Rifleman (1958–'63). A chronic…","[{'text': 'BornOnThisDay', 'indices': [45, 59]}]"
weightloss157,852039149037076480,,3361,none,2022-04-13 23:14:05+00:00,"
Daily Habit Hacks Ebook: Daily Steps To Break Bad Habits &amp; Create Good Ones! Wednesday April 14, 2022 at 02:14AM https://t.co/JZJN1EGCAv #Habits #quitsmoking","[{'text': 'Habits', 'indices': [141, 148]}, {'text': 'quitsmoking', 'indices': [149, 161]}]"
IanDavidRoss1,1188239588155899911,"Vauxhall Station Exit 3,",135,ALPublicHealth,2022-04-13 22:20:25+00:00,"
RT @ALPublicHealth: Geri was on the move all day, every day, until #COPD from smoking robbed her of breath. Because of her illness, Geri ha…","[{'text': 'COPD', 'indices': [67, 72]}]"
JoeDannaBooks,916440195599339520,New Hampshire,1272,JoeDannaBooks,2022-04-13 22:03:37+00:00,"
RT @JoeDannaBooks: https://t.co/ybHLPqfhUZ We can love in so many ways. #meditation #Mindfulness #QuitSMOKING #PrayerRoom","[{'text': 'meditation', 'indices': [72, 83]}, {'text': 'Mindfulness', 'indices': [84, 96]}, {'text': 'QuitSMOKING', 'indices': [97, 109]}, {'text': 'PrayerRoom', 'indices': [110, 121]}]"
ShelezaAhad,1090648441439555584,"Toronto, Ontario",19,PSQuitSmoking,2022-04-13 21:59:02+00:00,"
RT @PSQuitSmoking: Are you ready to #QuitSmoking? STOP on the Net provides free nicotine replacement therapy right to you! Learn more and e…","[{'text': 'QuitSmoking', 'indices': [36, 48]}]"
COPD_research,4425663027,,3637,ALPublicHealth,2022-04-13 21:44:18+00:00,"
RT @ALPublicHealth: Geri was on the move all day, every day, until #COPD from smoking robbed her of breath. Because of her illness, Geri ha…","[{'text': 'COPD', 'indices': [67, 72]}]"
ALPublicHealth,323311059,"Alabama, USA",20832,none,2022-04-13 21:21:28+00:00,"
Geri was on the move all day, every day, until #COPD from smoking robbed her of breath. Because of her illness, Geri had to quit her job as a mail carrier at the age of 54. Now on oxygen 24/7, Geri tries to enjoy every day she can. #QuitSmoking https://t.co/HXbZXcHgIm","[{'text': 'COPD', 'indices': [47, 52]}, {'text': 'QuitSmoking', 'indices': [232, 244]}]"
LeadersAskWhy,1030749473822187520,"England, United Kingdom",629,none,2022-04-13 20:01:07+00:00,"
95% of my clients have quit smoking after one session, can you afford not to get in touch.

How much is your life worth - a 20 minute free chat?
Get in touch today. click my bio or visit https://t.co/V6tiGiNSKw
#savemoney
#quitsmoking

#Hypnosis 
#NHS https://t.co/tooHKbO8aQ","[{'text': 'savemoney', 'indices': [211, 221]}, {'text': 'quitsmoking', 'indices': [222, 234]}, {'text': 'Hypnosis', 'indices': [236, 245]}, {'text': 'NHS', 'indices': [247, 251]}]"
CainMonroe,3140011245,"Ædinburg, Æden, US",315,none,2022-04-13 19:44:30+00:00,"
#smoking #DontSmoke #StopSmoking #QuitSmoking 
Smoking, just DON’T https://t.co/SKdBsWmzXK","[{'text': 'smoking', 'indices': [0, 8]}, {'text': 'DontSmoke', 'indices': [9, 19]}, {'text': 'StopSmoking', 'indices': [20, 32]}, {'text': 'QuitSmoking', 'indices': [33, 45]}]"
